"question_text_en","time_limit","subject","options_en","target_language","correct_answer","options_uz","points","options_pl","question_text_az","options_tr","question_text_pl","explanation_ru","options_az","question_text_tr","explanation_tr","question_text_ru","explanation_pl","explanation_az","source_language","options_ru","difficulty","explanation_en","explanation_uz","question_text_uz","id","created_date","updated_date","created_by_id","created_by","is_sample"
"Which country has the most time zones?","12","fun_facts","[""USA"",""Russia"",""France"",""China""]","","2","[""AQSh"",""Rossiya"",""Fransiya"",""Xitoy""]","1","[""USA"",""Rosja"",""Francja"",""Chiny""]","Ən çox saat qurşağına malik ölkə hansıdır?","[""ABD"",""Rusya"",""Fransa"",""Çin""]","Który kraj posiada najwięcej stref czasowych?","","[""ABŞ"",""Rusiya"",""Fransa"",""Çin""]","En çok zaman dilimine sahip ülke hangisidir?","","В какой стране больше всего часовых поясов?","Francja posiada 12 stref czasowych (13, jeśli uwzględni się terytoria zależne), co wynika z jej licznych terytoriów zamorskich rozsianych po całym świecie.","","","[""США"",""Россия"",""Франция"",""Китай""]","5","","","Qaysi mamlakatda eng ko'p vaqt mintaqalari mavjud?","6986657faf1bc801db259fc7","2026-02-06T22:04:47.945000","2026-07-09T02:08:56.225000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What animal never stops growing?","12","fun_facts","[""Snake"",""Crocodile"",""Turtle"",""Shark""]","","3","[""Ilon"",""Timsoh"",""Toshbaqa"",""Akula""]","1","[""Wąż"",""Krokodyl"",""Żółw"",""Rekin""]","Hansı heyvan böyüməsini heç vaxt dayandırmır?","[""Yılan"",""Timsah"",""Kaplumbağa"",""Köpekbalığı""]","Które zwierzę nigdy nie przestaje rosnąć?","","[""İlan"",""Timsah"",""Tısbağa"",""Köpəkbalığı""]","Büyümeyi asla bırakmayan hayvan hangisidir?","","Какое животное никогда не перестаёт расти?","","","","[""Змея"",""Крокодил"",""Черепаха"",""Акула""]","5","","","Qaysi hayvon hech qachon o'sishdan to'xtamaydi?","6986657fd7de8656d3eb4b87","2026-02-06T22:04:47.843000","2026-07-09T02:08:59.575000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which planet has the most moons?","12","fun_facts","[""Jupiter"",""Saturn"",""Uranus"",""Neptune""]","","1","[""Yupiter"",""Saturn"",""Uran"",""Neptun""]","1","[""Jupiter"",""Saturn"",""Uranus"",""Neptune""]","Hansı planetin ən çox peyki var?","[""Jüpiter"",""Satürn"",""Uranüs"",""Neptün""]","Która planeta ma najwięcej księżyców?","","[""Yupiter"",""Saturn"",""Uran"",""Neptun""]","En çok uydusu olan gezegen hangisidir?","","На какой планете больше всего спутников?","","","","[""Юпитер"",""Сатурн"",""Уран"",""Нептун""]","5","","","Qaysi sayyorada eng ko'p yo'ldosh bor?","6986657f52849b0916db5206","2026-02-06T22:04:47.693000","2026-07-09T02:09:00.713000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What is the most stolen food in the world?","12","fun_facts","[""Cheese"",""Chocolate"",""Bread"",""Coffee""]","","0","[""Pishloq"",""Shokolad"",""Non"",""Qahva""]","1","[""Ser"",""Czekolada"",""Chleb"",""Kawa""]","Dünyada ən çox oğurlanan qida hansıdır?","[""Peynir"",""Çikolata"",""Ekmek"",""Kahve""]","Który produkt spożywczy jest najczęściej kradziony na świecie?","","[""Pendir"",""Şokolad"",""Çörək"",""Qəhvə""]","Dünyada en çok çalınan yiyecek hangisidir?","","Какое блюдо чаще всего крадут в мире?","","","","[""Сыр"",""Шоколад"",""Хлеб"",""Кофе""]","5","","","Dunyoda eng ko'p o'g'irlanadigan oziq-ovqat nima?","6986657f400f920f5543834a","2026-02-06T22:04:47.531000","2026-07-09T02:09:08.895000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which organ can regenerate itself?","12","fun_facts","[""Heart"",""Liver"",""Kidney"",""Lung""]","","1","[""Yurak"",""Jigar"",""Buyrak"",""O'pka""]","1","[""Serce"",""Wątroba"",""Nerka"",""Płuco""]","Hansı orqan özünü bərpa edə bilər?","[""Kalp"",""Karaciğer"",""Böbrek"",""Akciğer""]","Który organ potrafi się samodzielnie zregenerować?","","[""Ürək"",""Qaraciyər"",""Böyrək"",""Ağciyər""]","Hangi organ kendini yenileyebilir?","","Какой орган способен к самовосстановлению?","","","","[""Сердце"",""Печень"",""Почки"",""Легкие""]","5","","","Qaysi organ o'zini qayta tiklay oladi?","6986657f45dbea06ad71aa99","2026-02-06T22:04:47.414000","2026-07-09T02:09:10.162000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What does “OK” originally stand for?","12","fun_facts","[""Official Knowledge"",""Oll Korrect"",""Order Known"",""Open Key""]","","1","[""Rasmiy ma'lumotlar"",""Endi to'g'ri"",""Buyurtma ma'lum"",""Ochiq kalit""]","1","[""Official Knowledge"",""Oll Korrect"",""Order Known"",""Open Key""]","""OK"" əslində nəyi ifadə edir?","[""Resmi Bilgi"",""Tamamen Doğru"",""Bilinen Sipariş"",""Açık Anahtar""]","Co pierwotnie oznacza skrót „OK”?","","[""Rəsmi Məlumat"",""Köhnə Düzgün"",""Sifariş Məlumdur"",""Açıq Açar""]","""OK"" kelimesi aslen neyin kısaltmasıdır?","","Что изначально означает аббревиатура ""OK""?","Termin „OK” wywodzi się z popularnej w XIX wieku w Bostonie żartobliwej mody na celowe przekręcanie pisowni, gdzie „Oll Korrect” było błędną pisownią „All Correct”.","","","[""Официальные знания"",""Все правильно"",""Порядок известных сведений"",""Открытый ключ""]","5","","","""OK"" asl ma'nosini anglatadimi?","6986657f6c44aa3548598e25","2026-02-06T22:04:47.129000","2026-07-09T02:09:15.696000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which animal has the highest blood pressure?","12","fun_facts","[""Elephant"",""Blue whale"",""Giraffe"",""Rhino""]","","2","[""Fil"",""Moviy kit"",""Jirafa"",""Rino""]","1","[""Słoń"",""Płetwal błękitny"",""Żyrafa"",""Nosorożec""]","Hansı heyvanın qan təzyiqi ən yüksəkdir?","[""Fil"",""Mavi balina"",""Zürafa"",""Gergedan""]","Które zwierzę ma najwyższe ciśnienie krwi?","","[""Fil"",""Mavi balina"",""Zürafə"",""Kərgədan""]","Hangi hayvanın kan basıncı en yüksektir?","","У какого животного самое высокое кровяное давление?","","","","[""Слон"",""Синий кит"",""Жираф"",""Носорог""]","5","","","Qaysi hayvonning qon bosimi eng yuqori?","6986657f6de0e4a021a45e33","2026-02-06T22:04:47.023000","2026-07-09T02:09:18.395000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What percentage of Earth’s surface is water?","12","fun_facts","[""61%"",""71%"",""78%"",""66%""]","","1","[""61%"",""71%"",""78%"",""66%""]","1","[""61%"",""71%"",""78%"",""66%""]","Yer səthinin neçə faizini su təşkil edir?","[""61%"",""71%"",""78%"",""66%""]","Jaki procent powierzchni Ziemi stanowi woda?","","[""61%"",""71%"",""78%"",""66%""]","Dünya yüzeyinin yüzde kaçı sudur?","","Какой процент поверхности Земли занимает вода?","","","","[""61%"",""71%"",""78%"",""66%""]","5","","","Yer yuzasining necha foizini suv tashkil qiladi?","6986657ee7807aafa618d6a8","2026-02-06T22:04:46.923000","2026-07-09T02:09:28.216000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which country invented paper?","12","fun_facts","[""India"",""China"",""Egypt"",""Greece""]","","1","[""Hindiston"",""Xitoy"",""Misr"",""Gretsiya""]","1","[""Indie"",""Chiny"",""Egipt"",""Grecja""]","Kağız hansı ölkə tərəfindən icad edilib?","[""Hindistan"",""Çin"",""Mısır"",""Yunanistan""]","Który kraj wynalazł papier?","","[""Hindistan"",""Çin"",""Misir"",""Yunanıstan""]","Kağıdı hangi ülke icat etti?","","Какая страна изобрела бумагу?","Papier został wynaleziony w Chinach w okresie dynastii Han, około II wieku n.e.","","","[""Индия"",""Китай"",""Египет"",""Греция""]","5","","","Qog'ozni qaysi davlat ixtiro qilgan?","6986657e2646c2fbd0bdbc68","2026-02-06T22:04:46.801000","2026-07-09T02:09:29.464000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"How long can a snail sleep?","12","fun_facts","[""1 year"",""6 months"",""3 years"",""2 weeks""]","","2","[""1 yil"",""6 oy"",""3 yil"",""2 hafta""]","1","[""1 rok"",""6 miesięcy"",""3 lata"",""2 tygodnie""]","Bir ilbiz nə qədər yata bilər?","[""1 yıl"",""6 ay"",""3 yıl"",""2 hafta""]","Jak długo może spać ślimak?","","[""1 il"",""6 ay"",""3 il"",""2 həftə""]","Bir salyangoz ne kadar süre uyuyabilir?","","Сколько времени может спать улитка?","","","","[""1 год"",""6 месяцев"",""3 года"",""2 недели""]","5","","","Salyangoz qancha vaqt uxlashi mumkin?","6986657ebc810896c3c3ed97","2026-02-06T22:04:46.693000","2026-07-09T02:09:30.581000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which sense is strongest in humans?","12","fun_facts","[""Sight"",""Smell"",""Touch"",""Hearing""]","","1","[""Ko'rish"",""Hid"",""Teginish"",""Eshitish""]","1","[""Wzrok"",""Węch"",""Dotyk"",""Słuch""]","İnsanlarda hansı hiss ən güclüdür?","[""Görme"",""Koku"",""Dokunma"",""İşitme""]","Który zmysł jest u ludzi najsilniejszy?","","[""Görmə"",""Qoxu"",""Toxunma"",""Eşitmə""]","İnsanlarda hangi duyu daha güçlüdür?","","Какое из чувств у человека развито сильнее всего?","","","","[""Зрение"",""Обоняние"",""Осязание"",""Слух""]","5","","","Insonlarda qaysi sezgi kuchliroq?","6986657ee97f9d6286964d79","2026-02-06T22:04:46.580000","2026-07-09T02:09:32.090000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What is the longest river in the world?","12","fun_facts","[""Amazon"",""Yangtze"",""Nile"",""Mississippi""]","","2","[""Amazon"",""Yangtze"",""Nil"",""Missisipi""]","1","[""Amazon"",""Yangtze"",""Nile"",""Mississippi""]","Dünyanın ən uzun çayı hansıdır?","[""Amazon"",""Yangtze"",""Nil"",""Mississippi""]","Która rzeka jest najdłuższą rzeką na świecie?","","[""Amazon"",""Yangtze"",""Nil"",""Mississipi""]","Dünyanın en uzun nehri hangisidir?","","Какая река в мире самая длинная?","","","","[""Амазонка"",""Янцзы"",""Нил"",""Миссисипи""]","5","","","Dunyodagi eng uzun daryo qaysi?","6986657eaf1bc801db259fc6","2026-02-06T22:04:46.451000","2026-07-09T02:09:33.351000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which animal’s fingerprints are almost identical to humans?","12","fun_facts","[""Chimpanzee"",""Gorilla"",""Koala"",""Orangutan""]","","2","[""Shimpanze"",""Gorilla"",""Koala"",""Orangutan""]","1","[""Szympans"",""Goryl"",""Koala"",""Orangutan""]","Hansı heyvanın barmaq izləri demək olar ki, insanlarla eynidir?","[""Şempanze"",""Goril"",""Koala"",""Orangutan""]","Odciski palców którego zwierzęcia są niemal identyczne z ludzkimi?","","[""Şimpanze"",""Qorilla"",""Koala"",""Orangutan""]","Hangi hayvanın parmak izleri insan parmak izlerine neredeyse tamamen benzer?","","Отпечатки пальцев какого животного практически идентичны отпечаткам пальцев человека?","Koale posiadają unikalne wzory na opuszkach palców, które pod mikroskopem są praktycznie nieodróżnialne od ludzkich odcisków palców.","","","[""Шимпанзе"",""Горилла"",""Коала"",""Орангутан""]","5","","","Qaysi hayvonning barmoq izlari odamlarnikiga deyarli o'xshash?","6986657ed704aca6a58dc0d5","2026-02-06T22:04:46.322000","2026-07-09T02:09:34.622000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What was the first toy advertised on television?","12","fun_facts","[""Mr. Potato Head"",""Barbie"",""Lego"",""Slinky""]","","0","[""Janob Kartoshka Boshi"",""Barbi"",""Lego"",""Slinky""]","1","[""Mr. Potato Head"",""Barbie"",""Lego"",""Slinky""]","Televiziyada reklam edilən ilk oyuncaq nə idi?","[""Bay Patates Kafa"",""Barbie"",""Lego"",""Slinky""]","Jaka była pierwsza zabawka reklamowana w telewizji?","","[""Cənab Kartof Başı"",""Barbi"",""Lego"",""Slinky""]","Televizyonda reklamı yapılan ilk oyuncak neydi?","","Какая игрушка была первой, которую рекламировали по телевидению?","Mr. Potato Head była pierwszą zabawką, której reklama została wyemitowana w telewizji, miało to miejsce w 1952 roku.","","","[""Мистер Картофельная Голова"",""Барби"",""Лего"",""Слинки""]","5","","","Televizorda reklama qilingan birinchi o'yinchoq nima edi?","6986657e14736132bf62ad0b","2026-02-06T22:04:46.206000","2026-07-09T02:09:35.673000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which fruit floats in water?","12","fun_facts","[""Apple"",""Orange"",""Banana"",""Pear""]","","0","[""Olma"",""Apelsin"",""Banan"",""Nok""]","1","[""Jabłko"",""Pomarańcza"",""Banan"",""Gruszka""]","Hansı meyvə suda üzür?","[""Elma"",""Portakal"",""Muz"",""Armut""]","Który owoc unosi się na wodzie?","","[""Alma"",""Portağal"",""Banan"",""Armud""]","Hangi meyve suda yüzer?","","Какой фрукт плавает в воде?","","","","[""Яблоко"",""Апельсин"",""Банан"",""Груша""]","5","","","Qaysi meva suvda suzadi?","6986657e42c3a79239d0d086","2026-02-06T22:04:46.106000","2026-07-09T02:09:36.800000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What is the strongest muscle in the human body by force?","12","fun_facts","[""Tongue"",""Heart"",""Jaw"",""Thigh""]","","2","[""Til"",""Yurak"",""Jag'"",""Son""]","1","[""Język"",""Serce"",""Szczęka"",""Udo""]","İnsan bədənində güc baxımından ən güclü əzələ hansıdır?","[""Dil"",""Kalp"",""Çene"",""Uyluk""]","Który mięsień w ludzkim ciele jest najsilniejszy pod względem siły nacisku?","","[""Dil"",""Ürək"",""Çənə"",""Bud""]","İnsan vücudundaki en güçlü kas hangisidir?","","Какая мышца в человеческом теле обладает наибольшей силой сокращения?","","","","[""Язык"",""Сердце"",""Челюсть"",""Бедро""]","5","","","Inson tanasidagi kuch bilan eng kuchli mushak qaysi?","6986657e8323d392085d1816","2026-02-06T22:04:46.019000","2026-07-09T02:13:37.726000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which metal is liquid at room temperature?","12","fun_facts","[""Lead"",""Mercury"",""Gallium"",""Tin""]","","1","[""Qo'rg'oshin"",""Simob"",""Galliy"",""Qalay""]","1","[""Ołów"",""Rtęć"",""Gal"",""Cyna""]","Otaq temperaturunda hansı metal maye halındadır?","[""Kurşun"",""Cıva"",""Galyum"",""Kalay""]","Który metal jest cieczą w temperaturze pokojowej?","","[""Qurğuşun"",""Civə"",""Qallium"",""Qalay""]","Oda sıcaklığında sıvı halde bulunan metal hangisidir?","","Какой металл находится в жидком состоянии при комнатной температуре?","","","","[""Свинец"",""Ртуть"",""Галлий"",""Олово""]","5","","","Xona haroratida qaysi metall suyuq holatda bo'ladi?","6986657d29cb59cf6055ae68","2026-02-06T22:04:45.905000","2026-07-09T02:13:41.231000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What is the smallest country in the world?","12","fun_facts","[""Monaco"",""Vatican City"",""San Marino"",""Liechtenstein""]","","1","[""Monako"",""Vatikan shahri"",""San-Marino"",""Lixtenshteyn""]","1","[""Monako"",""Watykan"",""San Marino"",""Liechtenstein""]","Dünyanın ən kiçik ölkəsi hansıdır?","[""Monako"",""Vatikan Şehri"",""San Marino"",""Lihtenştayn""]","Które państwo jest najmniejszym krajem na świecie?","","[""Monako"",""Vatikan"",""San Marino"",""Lixtenşteyn""]","Dünyanın en küçük ülkesi hangisidir?","","Какая страна является самой маленькой в ​​мире?","","","","[""Монако"",""Ватикан"",""Сан-Марино"",""Лихтенштейн""]","5","","","Dunyodagi eng kichik mamlakat qaysi?","6986657d803d6db993e9f2ce","2026-02-06T22:04:45.814000","2026-07-09T02:13:43.004000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which animal can sleep standing up?","12","fun_facts","[""Cow"",""Elephant"",""Horse"",""Giraffe""]","","2","[""Sigir"",""Fil"",""Ot"",""Jirafa""]","1","[""Krowa"",""Słoń"",""Koń"",""Żyrafa""]","Hansı heyvan ayaq üstə yata bilir?","[""İnek"",""Fil"",""At"",""Zürafa""]","Które zwierzę potrafi spać na stojąco?","","[""İnək"",""Fil"",""At"",""Zürafə""]","Hangi hayvan ayakta uyuyabilir?","","Какое животное может спать стоя?","","","","[""Корова"",""Слон"",""Лошадь"",""Жираф""]","5","","","Qaysi hayvon tik turib uxlay oladi?","6986657d27dcb3fce89b6cd6","2026-02-06T22:04:45.701000","2026-07-09T02:13:47.516000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"How many bones does an adult human have?","12","fun_facts","[""208"",""206"",""210"",""204""]","","1","[""208"",""206"",""210"",""204""]","1","[""208"",""206"",""210"",""204""]","Yetkin bir insanın neçə sümüyü var?","[""208"",""206"",""210"",""204""]","Ile kości posiada dorosły człowiek?","","[""208"",""206"",""210"",""204""]","Bir yetişkin insanda kaç kemik vardır?","","Сколько костей у взрослого человека?","","","","[""208"",""206"",""210"",""204""]","5","","","Voyaga yetgan odamda nechta suyak bor?","6986657d824685f07f4a58ff","2026-02-06T22:04:45.597000","2026-07-09T02:13:50.244000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which country consumes the most chocolate per capita?","12","fun_facts","[""Belgium"",""Germany"",""Switzerland"",""Austria""]","","2","[""Belgiya"",""Germaniya"",""Shveytsariya"",""Avstriya""]","1","[""Belgia"",""Niemcy"",""Szwajcaria"",""Austria""]","Adambaşına ən çox şokolad hansı ölkə tərəfindən istehlak olunur?","[""Belçika"",""Almanya"",""İsviçre"",""Avusturya""]","Który kraj spożywa najwięcej czekolady na osobę?","","[""Belçika"",""Almaniya"",""İsveçrə"",""Avstriya""]","Kişi başına en çok çikolata tüketen ülke hangisidir?","","Какая страна потребляет больше всего шоколада на душу населения?","Szwajcaria niezmiennie zajmuje pierwsze miejsce w światowych rankingach pod względem rocznego spożycia czekolady na jednego mieszkańca.","","","[""Бельгия"",""Германия"",""Швейцария"",""Австрия""]","5","","","Aholi jon boshiga eng ko'p shokolad iste'mol qiladigan mamlakat qaysi?","6986657d7fa5246c2d2acb00","2026-02-06T22:04:45.495000","2026-07-09T02:13:52.191000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What color is Coca-Cola originally?","12","fun_facts","[""Black"",""Green"",""Clear"",""Brown""]","","2","[""Qora"",""Yashil"",""Tiniq"",""Jigarrang""]","1","[""Czarny"",""Zielony"",""Przezroczysty"",""Brązowy""]","Coca-Cola orijinalda hansı rəngdə idi?","[""Siyah"",""Yeşil"",""Şeffaf"",""Kahverengi""]","Jakiego koloru jest oryginalnie Coca-Cola?","","[""Qara"",""Yaşıl"",""Şəffaf"",""Qəhvəyi""]","Coca-Cola'nın orijinal rengi nedir?","","Какого цвета изначально была Coca-Cola?","","","","[""Черный"",""Зеленый"",""Прозрачный"",""Коричневый""]","5","","","Coca-Cola asl rangi qanday?","6986657dc5805e5c0acd9835","2026-02-06T22:04:45.403000","2026-07-09T02:13:58.608000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which planet spins on its side?","12","fun_facts","[""Mars"",""Uranus"",""Neptune"",""Venus""]","","1","[""Mars"",""Uran"",""Neptun"",""Venera""]","1","[""Mars"",""Uranus"",""Neptune"",""Venus""]","Hansı planet öz tərəfində fırlanır?","[""Mars"",""Uranüs"",""Neptün"",""Venüs""]","Która planeta obraca się, leżąc na boku?","","[""Mars"",""Uran"",""Neptun"",""Venera""]","Hangi gezegen yan yatmış şekilde dönüyor?","","Какая планета вращается на боку?","Uran charakteryzuje się niezwykłym nachyleniem osi obrotu wynoszącym około 98 stopni, co sprawia, że w praktyce toczy się on po swojej orbicie.","","","[""Марс"",""Уран"",""Нептун"",""Венера""]","5","","","Qaysi sayyora o'z tomonida aylanadi?","6986657d4d1168b6a243e916","2026-02-06T22:04:45.294000","2026-07-09T02:13:59.982000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What is the most common letter in the English language?","12","fun_facts","[""E"",""A"",""T"",""O""]","","0","[""E"",""A"",""T"",""O""]","1","[""E"",""A"",""T"",""O""]","İngilis dilində ən çox istifadə olunan hərf hansıdır?","[""E"",""A"",""T"",""O""]","Jaka jest najczęściej występująca litera w języku angielskim?","","[""E"",""A"",""T"",""O""]","İngilizcede en sık kullanılan harf hangisidir?","","Какая буква встречается чаще всего в английском языке?","Litera E jest najczęściej używaną literą w języku angielskim, stanowiąc około 11-13% wszystkich znaków w tekstach pisanych.","","","[""E"",""A"",""T"",""O""]","5","","","Ingliz tilida eng ko'p uchraydigan harf qaysi?","6986657c258585b1cb0349d2","2026-02-06T22:04:44.398000","2026-07-09T02:14:02.523000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which animal has three hearts?","12","fun_facts","[""Octopus"",""Dolphin"",""Shark"",""Squid""]","","0","[""Sakkizoyoq"",""Delfin"",""Akula"",""Kalmar""]","1","[""Ośmiornica"",""Delfin"",""Rekin"",""Kałamarnica""]","Hansı heyvanın üç ürəyi var?","[""Ahtapot"",""Yunus"",""Köpekbalığı"",""Kalamar""]","Które zwierzę ma trzy serca?","","[""Octopus"",""Delfin"",""Akula"",""Kalamar""]","Hangi hayvanın üç kalbi vardır?","","У какого животного три сердца?","","","","[""Осьминог"",""Дельфин"",""Акула"",""Кальмар""]","5","","","Qaysi hayvonning uchta yuragi bor?","6986657c660797651b0ebdce","2026-02-06T22:04:44.295000","2026-07-09T02:14:04.700000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Who was crowned the first Holy Roman Emperor?","12","history","[""Otto I"",""Charlemagne"",""Frederick I"",""Louis the Pious""]","","1","[""Otto I"",""Karl Buyuk"",""Frederik I"",""Dindor Lui""]","1","[""Otto I"",""Karol Wielki"",""Fryderyk I"",""Ludwik Pobożny""]","İlk Müqəddəs Roma İmperatoru kim taclandırıldı?","[""I. Otto"",""Şarlman"",""I. Frederick"",""Dindar Louis""]","Kto został koronowany na pierwszego cesarza rzymskiego?","","[""I Otto"",""Böyük Karl"",""I Frederik"",""Dindar Lui""]","İlk Kutsal Roma İmparatoru kim taç giydi?","","Кто был коронован первым императором Священной Римской империи?","","","","[""Отто I"",""Карл Великий"",""Фридрих I"",""Людовик Благочестивый""]","5","","","Birinchi Muqaddas Rim imperatori kim bo'lgan?","6986657bf86688e921014ef8","2026-02-06T22:04:43.805000","2026-07-09T02:14:05.780000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which wall symbolized the Cold War division in Europe?","12","history","[""Great Wall"",""Iron Curtain"",""Berlin Wall"",""Hadrian’s Wall""]","","2","[""Buyuk devor"",""Temir parda"",""Berlin devori"",""Adrian devori""]","1","[""Wielki Mur"",""Żelazna Kurtyna"",""Mur Berliński"",""Mur Hadriana""]","Avropada Soyuq Müharibənin bölünməsini hansı divar simvolizə edirdi?","[""Çin Seddi"",""Demir Perde"",""Berlin Seddi"",""Hadrian Seddi""]","Który mur był symbolem podziału Europy w czasie zimnej wojny?","","[""Böyük Divar"",""Dəmir Pərdə"",""Berlin Divarı"",""Adrian Divarı""]","Avrupa'daki Soğuk Savaş bölünmesini hangi duvar simgeliyordu?","","Какая стена символизировала раскол в Европе во время холодной войны?","Mur Berliński był fizycznym i symbolicznym ucieleśnieniem podziału Europy na blok wschodni i zachodni podczas zimnej wojny.","","","[""Великая стена"",""Железный занавес"",""Берлинская стена"",""Стена Адриана""]","5","","","Qaysi devor Yevropadagi Sovuq urush bo'linishini ramziy ma'noda ifodalagan?","6986657b27dcb3fce89b6cd5","2026-02-06T22:04:43.695000","2026-07-09T02:14:14.766000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Who was the leader of the Cuban Revolution?","12","history","[""Che Guevara"",""Fidel Castro"",""Batista"",""Allende""]","","1","[""Che Gevara"",""Fidel Kastro"",""Batista"",""Allende""]","1","[""Che Guevara"",""Fidel Castro"",""Batista"",""Allende""]","Kuba inqilabının lideri kim idi?","[""Che Guevara"",""Fidel Castro"",""Batista"",""Allende""]","Kto był przywódcą rewolucji kubańskiej?","","[""Çe Gevara"",""Fidel Kastro"",""Batista"",""Allende""]","Küba Devrimi'nin lideri kimdi?","","Кто был лидером Кубинской революции?","","","","[""Че Гевара"",""Фидель Кастро"",""Батиста"",""Альенде""]","5","","","Kuba inqilobining yetakchisi kim edi?","6986657a55a41cc797f725d2","2026-02-06T22:04:42.845000","2026-07-09T02:14:25.740000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
